""	"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"qval"	"base.model"	"tweedie.index"	"N"	"N.not.zero"	"percent.zero"
"glucuronate"	"glucuronate"	"Group"	"RYGB"	-0.142256713827388	0.131430878111739	0.300359135123111	0.560006332225816	"CPLM"	1.99	15	15	0
"1-(1-enyl-palmitoyl)-GPE (P-16:0)*"	"1-(1-enyl-palmitoyl)-GPE (P-16:0)*"	"Group"	"RYGB"	0.432726607329695	0.399640131795303	0.300179339056879	0.560006332225816	"CPLM"	1.99	15	15	0
"taurodeoxycholate"	"taurodeoxycholate"	"Group"	"RYGB"	-0.707519496589732	0.654289111472575	0.300791433450368	0.560006332225816	"CPLM"	1.948	15	15	0
"N-acetylglutamine"	"N-acetylglutamine"	"Group"	"RYGB"	-0.116592715374468	0.108621563907481	0.304209646623176	0.561691165708623	"CPLM"	1.99	15	15	0
"arachidoylcarnitine (C20)*"	"arachidoylcarnitine (C20)*"	"Group"	"RYGB"	-0.206221489285239	0.191790413274273	0.303409739003032	0.561691165708623	"CPLM"	1.99	15	15	0
"13-HODE + 9-HODE"	"13-HODE + 9-HODE"	"Group"	"RYGB"	0.276858737144985	0.257746177045423	0.30387904759347	0.561691165708623	"CPLM"	1.99	15	15	0
"diacylglycerol (14:0/18:1, 16:0/16:1) [1]*"	"diacylglycerol (14:0/18:1, 16:0/16:1) [1]*"	"Group"	"RYGB"	0.398039778878508	0.370013938538629	0.303195478408805	0.561691165708623	"CPLM"	1.99	15	15	0
"2-palmitoyl-GPC* (16:0)*"	"2-palmitoyl-GPC* (16:0)*"	"Group"	"RYGB"	-0.182412655038942	0.17060488844796	0.306010816205115	0.56392052588873	"CPLM"	1.99	15	15	0
"3-formylindole"	"3-formylindole"	"Group"	"RYGB"	-0.321350548936072	0.30078560076828	0.306374479260431	0.56392052588873	"CPLM"	1.99	15	15	0
"gamma-glutamylvaline"	"gamma-glutamylvaline"	"Group"	"RYGB"	-0.176857343498202	0.16606394570004	0.307838341942438	0.565730993460519	"CPLM"	1.99	15	15	0
"methylsuccinate"	"methylsuccinate"	"Group"	"RYGB"	0.18913449451649	0.177785507719875	0.308342696463825	0.565775228090943	"CPLM"	1.99	15	15	0
"3-hydroxydecanoate"	"3-hydroxydecanoate"	"Group"	"RYGB"	0.227163346957653	0.213842050627024	0.309013240943404	0.566123791339548	"CPLM"	1.01	15	15	0
"cysteinylglycine disulfide*"	"cysteinylglycine disulfide*"	"Group"	"RYGB"	0.701514036166947	0.676147285290995	0.31995023029387	0.581392251234775	"CPLM"	1.99	15	15	0
"glycerate"	"glycerate"	"Group"	"RYGB"	0.143062245074093	0.138124724701394	0.320742210440815	0.581392251234775	"CPLM"	1.99	15	15	0
"cis-4-decenoylcarnitine (C10:1)"	"cis-4-decenoylcarnitine (C10:1)"	"Group"	"RYGB"	-0.112214232402447	0.108129655905518	0.319834806905966	0.581392251234775	"CPLM"	1.99	15	15	0
"glycerol 3-phosphate"	"glycerol 3-phosphate"	"Group"	"RYGB"	0.282466817740209	0.271971796906333	0.319471196719323	0.581392251234775	"CPLM"	1.99	15	15	0
"glycine"	"glycine"	"Group"	"RYGB"	-0.182108288714398	0.177121997336483	0.324157442332197	0.583879919063193	"CPLM"	1.01	15	15	0
"2-aminobutyrate"	"2-aminobutyrate"	"Group"	"RYGB"	0.280063917595635	0.27213032195089	0.323705386666494	0.583879919063193	"CPLM"	1.99	15	15	0
"octadecenedioate (C18:1-DC)*"	"octadecenedioate (C18:1-DC)*"	"Group"	"RYGB"	0.383118979997223	0.372522326866099	0.324024767447401	0.583879919063193	"CPLM"	1.99	15	15	0
"3-hydroxystearate"	"3-hydroxystearate"	"Group"	"RYGB"	-0.172365895275087	0.168367076194704	0.326148665643493	0.585675500195175	"CPLM"	1.01	15	15	0
"tauro-alpha-muricholate"	"tauro-alpha-muricholate"	"Group"	"RYGB"	-0.580635374621952	0.567156180392076	0.326141554266787	0.585675500195175	"CPLM"	1.967	15	15	0
"5-aminovalerate"	"5-aminovalerate"	"Group"	"RYGB"	0.852562178973767	0.838459535420415	0.329302604336952	0.589541744542446	"CPLM"	1.99	15	15	0
"ceramide (d16:1/24:1, d18:1/22:1)*"	"ceramide (d16:1/24:1, d18:1/22:1)*"	"Group"	"RYGB"	0.311521870091995	0.307130013426161	0.33045487541703	0.590706894144554	"CPLM"	1.497	15	15	0
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*"	"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*"	"Group"	"RYGB"	-0.251812608918494	0.250272187602156	0.334199104819131	0.594545696455038	"CPLM"	1.99	15	15	0
"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*"	"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*"	"Group"	"RYGB"	0.210639487529027	0.21029471351702	0.336288208035148	0.596607694375609	"CPLM"	1.99	15	15	0
"gamma-glutamylglycine"	"gamma-glutamylglycine"	"Group"	"RYGB"	-0.196830733635123	0.19750229433033	0.338631034131867	0.598062006307856	"CPLM"	1.01	15	15	0
"2-hydroxyadipate"	"2-hydroxyadipate"	"Group"	"RYGB"	0.385644910066546	0.386785689157187	0.338420950780393	0.598062006307856	"CPLM"	1.99	15	15	0
"butyrylcarnitine (C4)"	"butyrylcarnitine (C4)"	"Group"	"RYGB"	0.214575461718691	0.216617025271605	0.341447126366364	0.60146887184097	"CPLM"	1.99	15	15	0
"picolinate"	"picolinate"	"Group"	"RYGB"	-0.232100788005783	0.235073086436577	0.342958917436215	0.602993439910241	"CPLM"	1.01	15	15	0
"N-acetylasparagine"	"N-acetylasparagine"	"Group"	"RYGB"	-0.224589278536086	0.229500799588971	0.347095399067579	0.607545884252018	"CPLM"	1.99	15	15	0
"cysteine-glutathione disulfide"	"cysteine-glutathione disulfide"	"Group"	"RYGB"	0.393880169041695	0.40469220607897	0.349623880386285	0.610158416437102	"CPLM"	1.476	15	15	0
"gamma-tocopherol/beta-tocopherol"	"gamma-tocopherol/beta-tocopherol"	"Group"	"RYGB"	-0.343369069609951	0.357857821887604	0.356235255986567	0.617125193459082	"CPLM"	1.474	15	15	0
"sulfate*"	"sulfate*"	"Group"	"RYGB"	-0.115711148367347	0.120522926847304	0.355963089443401	0.617125193459082	"CPLM"	1.01	15	15	0
"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*"	"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*"	"Group"	"RYGB"	0.29936871371347	0.316215730528043	0.362454778845111	0.626058254368828	"CPLM"	1.943	15	15	0
"gamma-glutamylhistidine"	"gamma-glutamylhistidine"	"Group"	"RYGB"	-0.149291679449719	0.159992311010856	0.369154800018423	0.636697444248467	"CPLM"	1.01	15	15	0
"trigonelline (N'-methylnicotinate)"	"trigonelline (N'-methylnicotinate)"	"Group"	"RYGB"	0.782353928904044	0.839810668829814	0.369915728087146	0.637077087261196	"CPLM"	1.99	15	15	0
"6-acetylglucose"	"6-acetylglucose"	"Group"	"RYGB"	0.248281728293898	0.267071480861878	0.370878773808704	0.637803205177596	"CPLM"	1.99	15	15	0
"N-acetylhomocitrulline"	"N-acetylhomocitrulline"	"Group"	"RYGB"	0.243234356864739	0.262815580619093	0.372946824779534	0.638304028379789	"CPLM"	1.99	15	15	0
"eicosenoylcarnitine (C20:1)*"	"eicosenoylcarnitine (C20:1)*"	"Group"	"RYGB"	0.17376157594752	0.187584202701705	0.372538644771329	0.638304028379789	"CPLM"	1.99	15	15	0
"pyridoxamine"	"pyridoxamine"	"Group"	"RYGB"	-0.237704561473924	0.257057860348581	0.373337415580369	0.638304028379789	"CPLM"	1.669	15	15	0
"3-methoxytyrosine"	"3-methoxytyrosine"	"Group"	"RYGB"	0.177234549717461	0.192049892623239	0.37426515390514	0.638962827971384	"CPLM"	1.01	15	15	0
"imidazole lactate"	"imidazole lactate"	"Group"	"RYGB"	-0.246551487306284	0.269300467473843	0.377946444334922	0.642454417642913	"CPLM"	1.01	15	15	0
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	"Group"	"RYGB"	-0.206387271137575	0.226834138182079	0.380808702009448	0.646002306844832	"CPLM"	1.01	15	15	0
"stearate (18:0)"	"stearate (18:0)"	"Group"	"RYGB"	-0.143729404474926	0.158712053666238	0.382971296996995	0.647259953891622	"CPLM"	1.99	15	15	0
"1-palmitoyl-GPC (16:0)"	"1-palmitoyl-GPC (16:0)"	"Group"	"RYGB"	-0.14815615106216	0.164492487709841	0.385474704355273	0.648744359683701	"CPLM"	1.99	15	15	0
"pentadecanoylcarnitine (C15)*"	"pentadecanoylcarnitine (C15)*"	"Group"	"RYGB"	0.151094216016271	0.168338295585386	0.387072413638811	0.649531771034928	"CPLM"	1.99	15	15	0
"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)"	"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)"	"Group"	"RYGB"	-0.131687458833925	0.146652567781435	0.386871437942786	0.649531771034928	"CPLM"	1.99	15	15	0
"pipecolate"	"pipecolate"	"Group"	"RYGB"	0.126468760808587	0.141904640153285	0.390329094496389	0.651285656256015	"CPLM"	1.99	15	15	0
"tetradecadienoate (14:2)*"	"tetradecadienoate (14:2)*"	"Group"	"RYGB"	0.202977724667188	0.228246687009503	0.391325632940978	0.65202488770081	"CPLM"	1.99	15	15	0
"1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*"	"1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*"	"Group"	"RYGB"	-0.113683445993782	0.128813758242339	0.394819866753938	0.655067328219914	"CPLM"	1.01	15	15	0
"gamma-glutamyltyrosine"	"gamma-glutamyltyrosine"	"Group"	"RYGB"	-0.201112285291912	0.229160381340227	0.397388689295561	0.657477353918779	"CPLM"	1.01	15	15	0
"N-acetylglycine"	"N-acetylglycine"	"Group"	"RYGB"	0.171352903346156	0.196889476087038	0.401211052239377	0.662838544746144	"CPLM"	1.01	15	15	0
"threonine"	"threonine"	"Group"	"RYGB"	-0.192187446744483	0.221910789696531	0.403442475876898	0.662838544746144	"CPLM"	1.816	15	15	0
"1-palmitoyl-GPI* (16:0)"	"1-palmitoyl-GPI* (16:0)"	"Group"	"RYGB"	0.196743942340769	0.227053466853739	0.403204317438306	0.662838544746144	"CPLM"	1.99	15	15	0
"orotate"	"orotate"	"Group"	"RYGB"	-0.147494085557583	0.170589963477556	0.404204638621132	0.66316582770988	"CPLM"	1.01	15	15	0
"alpha-hydroxyisocaproate"	"alpha-hydroxyisocaproate"	"Group"	"RYGB"	0.3466601785336	0.407028399825606	0.411063397897574	0.66661203283771	"CPLM"	1.99	15	15	0
"gamma-glutamyltryptophan"	"gamma-glutamyltryptophan"	"Group"	"RYGB"	0.215269044627708	0.25196662075852	0.409640355942764	0.66661203283771	"CPLM"	1.99	15	15	0
"phosphate"	"phosphate"	"Group"	"RYGB"	-0.167966192593397	0.197302895936721	0.411263075949026	0.66661203283771	"CPLM"	1.99	15	15	0
"pseudouridine"	"pseudouridine"	"Group"	"RYGB"	0.151035685144353	0.176512522847559	0.40894327341474	0.66661203283771	"CPLM"	1.99	15	15	0
"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)"	"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)"	"Group"	"RYGB"	0.19876865016633	0.235107064425264	0.414405704399387	0.668725917510244	"CPLM"	1.238	15	15	0
"1-methyl-5-imidazoleacetate"	"1-methyl-5-imidazoleacetate"	"Group"	"RYGB"	0.474676681208012	0.56845140382244	0.420012673742455	0.67313278330676	"CPLM"	1.99	15	15	0
"1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*"	"1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*"	"Group"	"RYGB"	-0.119070504378433	0.143310830138281	0.422279394621134	0.67313278330676	"CPLM"	1.99	15	15	0
"sphingomyelin (d18:2/24:2)*"	"sphingomyelin (d18:2/24:2)*"	"Group"	"RYGB"	0.154551200380304	0.184740610205064	0.419174108500636	0.67313278330676	"CPLM"	1.045	15	15	0
"3-decenoylcarnitine"	"3-decenoylcarnitine"	"Group"	"RYGB"	-0.139156747731084	0.168301514531566	0.42446968760224	0.67570985404789	"CPLM"	1.01	15	15	0
"arachidonoylcarnitine (C20:4)"	"arachidonoylcarnitine (C20:4)"	"Group"	"RYGB"	0.147451619594034	0.18094548296069	0.431008455945938	0.680600484054042	"CPLM"	1.99	15	15	0
"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*"	"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*"	"Group"	"RYGB"	-0.206643986296001	0.255188159643497	0.433836035357129	0.681481825603497	"CPLM"	1.238	15	15	0
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*"	"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*"	"Group"	"RYGB"	-0.17417557101691	0.215151215306584	0.433958534237865	0.681481825603497	"CPLM"	1.01	15	15	0
"cholesterol"	"cholesterol"	"Group"	"RYGB"	-0.160960812624799	0.198789174352214	0.43387194237571	0.681481825603497	"CPLM"	1.99	15	15	0
"1-stearoyl-2-oleoyl-GPC (18:0/18:1)"	"1-stearoyl-2-oleoyl-GPC (18:0/18:1)"	"Group"	"RYGB"	-0.149361291130243	0.185751335587792	0.436983505541849	0.683102691148402	"CPLM"	1.99	15	15	0
"acetylcarnitine (C2)"	"acetylcarnitine (C2)"	"Group"	"RYGB"	0.130149914510624	0.164138358315687	0.443215101947807	0.683506707005861	"CPLM"	1.99	15	15	0
"nervonoylcarnitine (C24:1)*"	"nervonoylcarnitine (C24:1)*"	"Group"	"RYGB"	-0.180314817543599	0.227195248843902	0.44280720739729	0.683506707005861	"CPLM"	1.99	15	15	0
"docosahexaenoylcholine"	"docosahexaenoylcholine"	"Group"	"RYGB"	0.261632072524723	0.330877610964792	0.444453427475798	0.683506707005861	"CPLM"	1.99	15	15	0
"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)"	"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)"	"Group"	"RYGB"	0.189472753840236	0.238750583382388	0.442837771380592	0.683506707005861	"CPLM"	1.99	15	15	0
"2-stearoyl-GPE (18:0)*"	"2-stearoyl-GPE (18:0)*"	"Group"	"RYGB"	0.1604431825574	0.202423532618563	0.443392743200991	0.683506707005861	"CPLM"	1.99	15	15	0
"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*"	"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*"	"Group"	"RYGB"	0.203488221431846	0.257292620903788	0.44436307103935	0.683506707005861	"CPLM"	1.99	15	15	0
"ceramide (d18:1/17:0, d17:1/18:0)*"	"ceramide (d18:1/17:0, d17:1/18:0)*"	"Group"	"RYGB"	-0.155651845319319	0.194607564929317	0.439359227238766	0.683506707005861	"CPLM"	1.99	15	15	0
"beta-alanine"	"beta-alanine"	"Group"	"RYGB"	-0.129228724140989	0.163367831604775	0.444280663854295	0.683506707005861	"CPLM"	1.01	15	15	0
"2-oxo-1-pyrrolidinepropionate"	"2-oxo-1-pyrrolidinepropionate"	"Group"	"RYGB"	0.22931206413432	0.288412457979196	0.442007443727564	0.683506707005861	"CPLM"	1.99	15	15	0
"1-(1-enyl-palmitoyl)-GPC (P-16:0)*"	"1-(1-enyl-palmitoyl)-GPC (P-16:0)*"	"Group"	"RYGB"	-0.17532058774456	0.22438666802756	0.449747666823765	0.688055521452461	"CPLM"	1.02	15	15	0
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	"Group"	"RYGB"	0.222187236099537	0.284152325497306	0.44940951849525	0.688055521452461	"CPLM"	1.68	15	15	0
"glycerophosphoinositol*"	"glycerophosphoinositol*"	"Group"	"RYGB"	-0.435682698596926	0.55910354515213	0.450926073428484	0.688550604698762	"CPLM"	1.99	15	15	0
"diacylglycerol (14:0/18:1, 16:0/16:1) [2]*"	"diacylglycerol (14:0/18:1, 16:0/16:1) [2]*"	"Group"	"RYGB"	0.22654191933607	0.291123206970325	0.451542715842004	0.688550604698762	"CPLM"	1.99	15	15	0
"urate"	"urate"	"Group"	"RYGB"	-0.248397183313748	0.319836145432829	0.45240931072737	0.688550604698762	"CPLM"	1.99	15	15	0
"dihomolinolenate (20:3n3 or 3n6)"	"dihomolinolenate (20:3n3 or 3n6)"	"Group"	"RYGB"	0.171130753642794	0.22316279077767	0.457996821115656	0.695258060920416	"CPLM"	1.99	15	15	0
"phenylalanine"	"phenylalanine"	"Group"	"RYGB"	-0.0855187173897256	0.111905638568676	0.459509408532318	0.696656477800606	"CPLM"	1.01	15	15	0
"gamma-glutamyl-alpha-lysine"	"gamma-glutamyl-alpha-lysine"	"Group"	"RYGB"	-0.149994590031031	0.197582122215975	0.462414700011185	0.69926125367545	"CPLM"	1.01	15	15	0
"glycochenodeoxycholate"	"glycochenodeoxycholate"	"Group"	"RYGB"	-0.508283593318545	0.66868530610169	0.46185429980889	0.69926125367545	"CPLM"	1.99	15	15	0
"isobutyrylcarnitine (C4)"	"isobutyrylcarnitine (C4)"	"Group"	"RYGB"	-0.197759097202053	0.266871254642179	0.472928816463204	0.708990601299392	"CPLM"	1.361	15	15	0
"deoxycarnitine"	"deoxycarnitine"	"Group"	"RYGB"	0.160303123285694	0.216994600905858	0.474265359782615	0.708990601299392	"CPLM"	1.99	15	15	0
"phosphocholine"	"phosphocholine"	"Group"	"RYGB"	0.220599867163684	0.298395486085549	0.47394679064749	0.708990601299392	"CPLM"	1.99	15	15	0
"2-linoleoylglycerol (18:2)"	"2-linoleoylglycerol (18:2)"	"Group"	"RYGB"	-0.220289629928267	0.297432009994208	0.473156405067726	0.708990601299392	"CPLM"	1.139	15	15	0
"2-hydroxystearate"	"2-hydroxystearate"	"Group"	"RYGB"	-0.144476114918102	0.196245653040259	0.475754627754218	0.710315527876386	"CPLM"	1.99	15	15	0
"stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*"	"stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*"	"Group"	"RYGB"	0.1700339709997	0.234620423324395	0.482516558530644	0.716777434992559	"CPLM"	1.99	15	15	0
"arginine"	"arginine"	"Group"	"RYGB"	-0.169910075717638	0.237479725644865	0.488005704018972	0.72219939614868	"CPLM"	1.01	15	15	0
"1-palmitoyl-GPE (16:0)"	"1-palmitoyl-GPE (16:0)"	"Group"	"RYGB"	0.130683502037182	0.183359373470126	0.489647789671542	0.722813403800848	"CPLM"	1.99	15	15	0
"hydroxyproline"	"hydroxyproline"	"Group"	"RYGB"	-0.173445669952983	0.243995513238597	0.490759828706392	0.723548283124068	"CPLM"	1.01	15	15	0
"glycerol"	"glycerol"	"Group"	"RYGB"	0.185227293961654	0.265714381293469	0.499028120541855	0.731163092037694	"CPLM"	1.99	15	15	0
"1-methylnicotinamide"	"1-methylnicotinamide"	"Group"	"RYGB"	-0.174737449846837	0.25032125939663	0.498448101631713	0.731163092037694	"CPLM"	1.99	15	15	0
"isovalerate (C5)"	"isovalerate (C5)"	"Group"	"RYGB"	-0.299129063053704	0.442836063898881	0.51217467032302	0.748562979702875	"CPLM"	1.99	15	15	0
"isoleucine"	"isoleucine"	"Group"	"RYGB"	-0.0682271086866155	0.101400082891116	0.51379132375201	0.749059982609347	"CPLM"	1.99	15	15	0
"citrate"	"citrate"	"Group"	"RYGB"	-0.146989576793721	0.218791882797439	0.514422347988932	0.749059982609347	"CPLM"	1.01	15	15	0
"homocitrulline"	"homocitrulline"	"Group"	"RYGB"	0.313166483597914	0.471244858824971	0.518904073628793	0.753307730782602	"CPLM"	1.99	15	15	0
"palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*"	"palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*"	"Group"	"RYGB"	-0.182332969906066	0.275034997775711	0.519897440684427	0.753307730782602	"CPLM"	1.163	15	15	0
"pentadecanoate (15:0)"	"pentadecanoate (15:0)"	"Group"	"RYGB"	-0.0805873909500597	0.122001930143891	0.521384811818682	0.753810260129827	"CPLM"	1.01	15	15	0
"5,6-dihydrouridine"	"5,6-dihydrouridine"	"Group"	"RYGB"	0.139118958105573	0.21068505236767	0.52152407640561	0.753810260129827	"CPLM"	1.99	15	15	0
"caproate (6:0)"	"caproate (6:0)"	"Group"	"RYGB"	-0.177065161621971	0.270317790923034	0.524808817399351	0.75762841531426	"CPLM"	1.99	15	15	0
"4-imidazoleacetate"	"4-imidazoleacetate"	"Group"	"RYGB"	-0.216326622172571	0.331189758795472	0.525957376082623	0.758357146909828	"CPLM"	1.99	15	15	0
"serotonin"	"serotonin"	"Group"	"RYGB"	0.409034747363763	0.631556991145859	0.529400806692727	0.76014063541004	"CPLM"	1.99	15	15	0
"isovalerylcarnitine (C5)"	"isovalerylcarnitine (C5)"	"Group"	"RYGB"	-0.215667040916421	0.33436794110634	0.531065995706675	0.76014063541004	"CPLM"	1.99	15	15	0
"1-arachidonoyl-GPA (20:4)"	"1-arachidonoyl-GPA (20:4)"	"Group"	"RYGB"	-0.187728597606712	0.292432290035374	0.53297363670691	0.76122707963934	"CPLM"	1.99	15	15	0
"uracil"	"uracil"	"Group"	"RYGB"	-0.0984072207083807	0.153593947702785	0.533763639882933	0.76122707963934	"CPLM"	1.99	15	15	0
"(16 or 17)-methylstearate (a19:0 or i19:0)"	"(16 or 17)-methylstearate (a19:0 or i19:0)"	"Group"	"RYGB"	-0.114092175110026	0.178855766389245	0.535521645534834	0.762810759903307	"CPLM"	1.99	15	15	0
"N-methylhydroxyproline"	"N-methylhydroxyproline"	"Group"	"RYGB"	-0.10656756359748	0.167705005091897	0.537066839179373	0.7634110280523	"CPLM"	1.99	15	15	0
"3-hydroxyoctanoate"	"3-hydroxyoctanoate"	"Group"	"RYGB"	-0.13172392804644	0.208623408014179	0.539623085493253	0.765384528689099	"CPLM"	1.99	15	15	0
"heptenedioate (C7:1-DC)*"	"heptenedioate (C7:1-DC)*"	"Group"	"RYGB"	0.160014611529049	0.255226583386855	0.542435687420866	0.765483402715007	"CPLM"	1.99	15	15	0
"glycerophosphorylcholine (GPC)"	"glycerophosphorylcholine (GPC)"	"Group"	"RYGB"	-0.104732063146224	0.167117405638669	0.54259646966641	0.765483402715007	"CPLM"	1.99	15	15	0
"5-oxoproline"	"5-oxoproline"	"Group"	"RYGB"	0.0810625810095334	0.132162732427225	0.551091103437797	0.772927192114308	"CPLM"	1.01	15	15	0
"glutarate (C5-DC)"	"glutarate (C5-DC)"	"Group"	"RYGB"	-0.206616415291392	0.336916688556223	0.551153515599337	0.772927192114308	"CPLM"	1.99	15	15	0
"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	"Group"	"RYGB"	0.120647178452668	0.198814043626396	0.555268643745087	0.774090487966524	"CPLM"	1.99	15	15	0
"methionine sulfoxide"	"methionine sulfoxide"	"Group"	"RYGB"	0.0791766428282974	0.133761548358506	0.564887434825133	0.780736951793055	"CPLM"	1.01	15	15	0
"laurylcarnitine (C12)"	"laurylcarnitine (C12)"	"Group"	"RYGB"	0.0755786736420662	0.127833344531012	0.565338386994461	0.780736951793055	"CPLM"	1.99	15	15	0
"2-hydroxypalmitate"	"2-hydroxypalmitate"	"Group"	"RYGB"	-0.103153637294629	0.17441912648909	0.565218922585759	0.780736951793055	"CPLM"	1.99	15	15	0
"3-hydroxylaurate"	"3-hydroxylaurate"	"Group"	"RYGB"	-0.132673784584911	0.22366446055274	0.564072123444118	0.780736951793055	"CPLM"	1.99	15	15	0
"1-oleoyl-GPI (18:1)"	"1-oleoyl-GPI (18:1)"	"Group"	"RYGB"	0.150247326210978	0.253315736910841	0.564110648423583	0.780736951793055	"CPLM"	1.99	15	15	0
"N-acetylthreonine"	"N-acetylthreonine"	"Group"	"RYGB"	-0.127131193747695	0.215566226144731	0.56629423451748	0.780913092792791	"CPLM"	1.99	15	15	0
"palmitoylcholine"	"palmitoylcholine"	"Group"	"RYGB"	0.174019440367307	0.295454846933909	0.566791760897994	0.780913092792791	"CPLM"	1.99	15	15	0
"1-ribosyl-imidazoleacetate*"	"1-ribosyl-imidazoleacetate*"	"Group"	"RYGB"	0.141907890976845	0.246159042818685	0.574939235566233	0.785108950327774	"CPLM"	1.504	15	15	0
"N-acetylarginine"	"N-acetylarginine"	"Group"	"RYGB"	-0.119393041608515	0.207136350032602	0.574998340552877	0.785108950327774	"CPLM"	1.01	15	15	0
"putrescine"	"putrescine"	"Group"	"RYGB"	0.185500422814873	0.318614554085673	0.571202517035058	0.785108950327774	"CPLM"	1.99	15	15	0
"heptanoate (7:0)"	"heptanoate (7:0)"	"Group"	"RYGB"	0.258101627269481	0.448779098321415	0.575835427065532	0.785108950327774	"CPLM"	1.99	15	15	0
"1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)"	"1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)"	"Group"	"RYGB"	-0.101083923079919	0.175171547926689	0.574567579955001	0.785108950327774	"CPLM"	1.99	15	15	0
"eicosapentaenoate (EPA; 20:5n3)"	"eicosapentaenoate (EPA; 20:5n3)"	"Group"	"RYGB"	0.227553222456617	0.398660598763106	0.578671504161299	0.786245711536344	"CPLM"	1.99	15	15	0
"palmitoyl dihydrosphingomyelin (d18:0/16:0)*"	"palmitoyl dihydrosphingomyelin (d18:0/16:0)*"	"Group"	"RYGB"	0.0917353899028318	0.160511607474167	0.578196010717263	0.786245711536344	"CPLM"	1.99	15	15	0
"O-sulfo-L-tyrosine"	"O-sulfo-L-tyrosine"	"Group"	"RYGB"	0.14776980352864	0.258764321412242	0.578497488874699	0.786245711536344	"CPLM"	1.99	15	15	0
"carboxyethyl-GABA"	"carboxyethyl-GABA"	"Group"	"RYGB"	0.106473968490461	0.189983287388663	0.585491901341185	0.789141258329424	"CPLM"	1.01	15	15	0
"gamma-glutamylglutamate"	"gamma-glutamylglutamate"	"Group"	"RYGB"	-0.137914321270193	0.245980970860832	0.585338585202604	0.789141258329424	"CPLM"	1.99	15	15	0
"7-methylguanine"	"7-methylguanine"	"Group"	"RYGB"	0.145655273432561	0.258122513176484	0.582952151133543	0.789141258329424	"CPLM"	1.734	15	15	0
"octadecanedioate (C18)"	"octadecanedioate (C18)"	"Group"	"RYGB"	0.104928206973619	0.189460820357161	0.589869406583476	0.791119348354015	"CPLM"	1.99	15	15	0
"1-arachidonoyl-GPI* (20:4)*"	"1-arachidonoyl-GPI* (20:4)*"	"Group"	"RYGB"	-0.14952131712507	0.268975483004957	0.588499611664865	0.791119348354015	"CPLM"	1.661	15	15	0
"laurate (12:0)"	"laurate (12:0)"	"Group"	"RYGB"	0.125331056163281	0.227487367993406	0.591787073602869	0.791657972371138	"CPLM"	1.99	15	15	0
"5-methylthioadenosine (MTA)"	"5-methylthioadenosine (MTA)"	"Group"	"RYGB"	-0.100734370896542	0.185474563289373	0.596993581679157	0.795541220834895	"CPLM"	1.99	15	15	0
"valerate (5:0)"	"valerate (5:0)"	"Group"	"RYGB"	-0.393198953168913	0.738523450515477	0.60415913130906	0.796842871790458	"CPLM"	1.99	15	15	0
"carnitine"	"carnitine"	"Group"	"RYGB"	-0.10303238361481	0.193000604358977	0.603197643007422	0.796842871790458	"CPLM"	1.011	15	15	0
"linoleoylcholine*"	"linoleoylcholine*"	"Group"	"RYGB"	0.164230582322171	0.309754293964242	0.605647911978984	0.796842871790458	"CPLM"	1.99	15	15	0
